235236966,"(3, 0.99996394)"
1484710696,"(9, 0.99814719)"
369774450,"(7, 0.99980474)"
13426524,"(3, 0.99983233)"
1308548799,"(6, 0.99801832)"
11547146,"(9, 0.91949397)","(6, 0.077876799)"
1910630501,"(0, 0.99983704)"
1536207450,"(4, 0.99997938)"
574659600,"(2, 0.9999879)"
30763356,"(2, 0.98445451)","(6, 0.015176804)"
640393847,"(1, 0.75508285)","(5, 0.15558754)","(7, 0.080391146)"
214520926,"(9, 0.67322296)","(3, 0.30210498)"
1124660312,"(5, 0.99016905)"
174104200,"(8, 0.99865073)"
2190347577,"(5, 0.99908775)"
29743609,"(0, 0.99912071)"
10323956,"(6, 0.99805927)"
12434811,"(1, 0.99995232)"
1568859860,"(8, 0.99996644)"
1485301476,"(0, 0.99915344)"
1000278477,"(2, 0.84423679)","(0, 0.08320722)","(5, 0.071694292)"
403292194,"(8, 0.71782774)","(5, 0.19788666)","(0, 0.044264566)","(1, 0.02116915)","(7, 0.018754832)"
6100961,"(5, 0.99996704)"
551787729,"(1, 0.99996674)"
1509704720,"(9, 0.99989611)"
415675177,"(4, 0.99995816)"
6343651,"(2, 0.96611696)","(8, 0.027349034)"
1016846731,"(3, 0.99988002)"
1718895299,"(1, 0.99984545)"
1475716634,"(1, 0.64015436)","(4, 0.16129673)","(0, 0.10338786)","(8, 0.093334712)"
1998006571,"(0, 0.99759203)"
438787781,"(3, 0.94527638)","(2, 0.054233659)"
1083329697,"(7, 0.99995291)"
48678818,"(8, 0.79736722)","(6, 0.17255767)"
513437380,"(5, 0.99992198)"
489126270,"(4, 0.87709635)","(5, 0.018716458)","(0, 0.01683414)","(8, 0.013859515)","(9, 0.013591254)","(6, 0.012869574)","(2, 0.01271828)","(1, 0.012171776)","(3, 0.011219209)","(7, 0.010923419)"
278001260,"(5, 0.94880015)","(8, 0.046093963)"
1391788537,"(5, 0.95586145)","(7, 0.042942073)"
4007397,"(6, 0.99863309)"
2940230743,"(8, 0.9996084)"
2328213843,"(9, 0.98619765)"
2059431151,"(8, 0.91553479)","(5, 0.013064959)","(0, 0.011751014)"
1783627483,"(9, 0.99937749)"
24736276,"(4, 0.86711794)","(0, 0.13098581)"
210820893,"(6, 0.99973124)"
270418773,"(5, 0.99612617)"
258570235,"(0, 0.9999634)"
512017483,"(5, 0.99972665)"
1602504684,"(1, 0.99995291)"
658774636,"(5, 0.98584944)","(8, 0.013582586)"
1438927150,"(5, 0.50858653)","(2, 0.49078971)"
2253096714,"(9, 0.99991769)"
930366335,"(9, 0.99987835)"
344730070,"(7, 0.99997973)"
491486771,"(0, 0.50558883)","(5, 0.49360931)"
4003670,"(2, 0.99959856)"
331421873,"(2, 0.99873555)"
1987275353,"(4, 0.99975103)"
329822605,"(9, 0.99984115)"
271569239,"(0, 0.99992895)"
449329061,"(9, 0.99995649)"
5830633,"(4, 0.99982613)"
1740133646,"(0, 0.99980003)"
2010777155,"(6, 0.99986207)"
218293467,"(5, 0.99928075)"
184576500,"(0, 0.99979764)"
1425511518,"(0, 0.99988747)"
200176325,"(0, 0.99992412)"
540611250,"(5, 0.99989229)"
13304077,"(8, 0.99996322)"
477366510,"(0, 0.88923454)","(5, 0.062030274)","(8, 0.048452657)"
7701645,"(5, 0.99945575)"
255399047,"(2, 0.70257211)","(8, 0.23937114)","(5, 0.010034891)"
569034999,"(5, 0.8225491)","(8, 0.17689094)"
186825825,"(1, 0.99961841)"
197052598,"(0, 0.99993408)"
217134503,"(9, 0.42369878)","(0, 0.27432927)","(6, 0.21890113)","(1, 0.054668438)","(7, 0.028143836)"
15269057,"(6, 0.99985999)"
308208036,"(0, 0.99986416)"
2205915875,"(8, 0.98590434)","(7, 0.013234206)"
1536872212,"(4, 0.98781198)"
367328740,"(6, 0.99906713)"
20147085,"(5, 0.99974978)"
2107241987,"(3, 0.73639786)","(5, 0.26331034)"
333099683,"(2, 0.99995911)"
2115413326,"(9, 0.99995261)"
4137755,"(2, 0.99974269)"
4777269,"(6, 0.99983674)"
22092837,"(5, 0.99855113)"
400357990,"(0, 0.99227303)"
502594673,"(5, 0.9538464)","(4, 0.027910985)","(8, 0.01535486)"
